acccut_1,acccut_2,acccut_3,gyrcut_1,gyrcut_2,gyrcut_3,magcut_1,magcut_2,magcut_3,magCalcut_1,magCalcut_2,magCalcut_3,EAcut_1,EAcut_2,EAcut_3,regionLabels,activeBrushingcut,segNocut,pressurecut,phiTranscut,thetaTranscut,psiTranscut
0.616932427567973,0.328720096231061,0.936649405839858,11.7233584563063,-4.46238691537152,10.764470160335,-396.854341218499,502.618556590845,-36.5458656456826,-0.416435381319983,-0.400342953789294,-0.559975407914453,30.7349273125971,-43.0099705902854,6.5338618460894,ManRL,1,1,NaN,NaN,NaN,NaN
0.601298704031261,0.331574678760805,0.68937815820665,-1.83911427146726,-2.4111599847374,9.25155384523061,-395.913105027089,526.215600556469,-33.570403859355,-0.411598223048866,-0.279074097540517,-0.544684049888186,25.1386071927214,-42.430638641487,10.1574934099985,ManRL,1,1,NaN,NaN,NaN,NaN
0.702705609901604,0.384442227600354,0.586865508122775,23.7791682082673,-0.493270573243169,0.783548206052735,-400.529443139737,514.479709097848,-25.9677574943935,-0.435322298140393,-0.339386657720513,-0.505612875105195,31.1841135503225,-43.3409330004288,7.33302959730409,ManRL,1,1,NaN,NaN,NaN,NaN
0.690811770393628,0.364410648709411,0.75341319425608,11.7995118587332,5.39050093042866,1.87690027471745,-400.752392426597,523.590077347811,-26.9575437115448,-0.436468068986029,-0.2925670671274,-0.510699539462799,26.6237639530208,-41.8254707360927,10.7458081236049,ManRL,1,1,NaN,NaN,NaN,NaN
0.643133192247572,0.38488314108831,0.623850220794616,6.84924988386491,7.24807648215449,-8.48877929000316,-413.05349994628,499.580447302105,-33.0942149808084,-0.499685361867223,-0.415956267013657,-0.542236841638549,31.1853678220633,-43.3568342659607,8.39557335460667,ManRL,1,1,NaN,NaN,NaN,NaN
0.666439383452437,0.344363402077303,0.764485023288033,-1.00203640625932,8.96014193481538,-9.72545885593521,-409.863012256086,511.691472490336,-34.7153180994437,-0.483288952485212,-0.35371583661413,-0.550567941133241,26.9114515075036,-40.967173059194,11.1491284714557,ManRL,1,1,NaN,NaN,NaN,NaN
0.701703928000688,0.410052204520836,0.64324287525023,-5.20773113051193,5.27726555207442,2.34628713409865,-395.06615784331,521.6774606402,-30.6510810564004,-0.407245630561874,-0.302396300014035,-0.529681198774673,22.2048790427778,-43.5386580842895,16.0035556788438,ManRL,1,1,NaN,NaN,NaN,NaN
0.706946904000167,0.373721606922314,0.610901821395484,-3.08236508877345,7.58132224047668,16.1175788100136,-404.053372051346,506.682585126974,-20.1143737033373,-0.453432313498053,-0.379457282979988,-0.47553143106667,26.2045962106099,-45.0327826519969,14.4485110334754,ManRL,1,1,NaN,NaN,NaN,NaN
0.707668810366389,0.370969562761715,0.672196942366567,10.5889625557972,0.457171449607171,28.8838056688738,-441.599912084183,491.232659601458,-33.8447882107634,-0.646389786159216,-0.458856838294527,-0.546094153480667,30.2356385082567,-47.2403070937296,13.3481321872893,ManRL,1,1,NaN,NaN,NaN,NaN
0.647568269919475,0.210230767769059,0.634427048223986,4.30519232256925,1.67042375804979,19.6643594220312,-431.325663779907,517.44232122426,-26.7300460579845,-0.593588836070273,-0.324161336082677,-0.509530393857666,27.4799675419776,-44.2614796451989,15.9771551794745,ManRL,1,1,NaN,NaN,NaN,NaN
0.672574911713727,0.330354829668654,0.633986475188914,0.57642182975642,2.70547548960589,-8.25381699959979,-440.376651702126,509.04001834933,-21.488496549673,-0.640103261980907,-0.367342069270404,-0.48259326076717,30.067010775719,-47.2186592832283,14.4528409552922,ManRL,1,1,NaN,NaN,NaN,NaN
0.685378008353998,0.343141251229444,0.721542099466275,-3.30449319072891,6.38956026340425,-6.80565953744573,-444.697153571095,532.763962166287,-25.0010593833812,-0.662306988889832,-0.245421055071172,-0.500644864093685,24.1009022672738,-46.6697704108608,18.5749987717682,ManRL,1,1,NaN,NaN,NaN,NaN
0.649641519260171,0.3057627402308,0.733394043605967,6.86299850888977,2.03624119521752,0.0689590942112126,-442.207963916544,548.513872022624,-24.0585956120829,-0.649514658510085,-0.164479833913058,-0.495801397099778,19.0120718088166,-49.4659423135419,22.442635885204,ManRL,1,1,NaN,NaN,NaN,NaN
0.660396816753182,0.384564841412992,0.736454879305594,0.10348066242483,0.151400603702619,1.70475501141304,-440.79678832898,506.957463806399,-22.7540285432973,-0.642262409045306,-0.378044638959424,-0.489097025291092,25.3636196098552,-49.7132839766884,18.5060306034439,ManRL,1,1,NaN,NaN,NaN,NaN
0.711884241047598,0.339255581230914,0.761314832980218,-33.3608455739475,4.39064662850468,-0.964586152583305,-451.981400301798,484.907493909746,-18.5065504955612,-0.699741858738494,-0.491362842442138,-0.467268579086511,29.7394060601829,-50.3999003520842,15.5228131937315,ManRL,1,1,NaN,NaN,NaN,NaN
0.772507736959557,0.34288815830389,0.624985009376884,51.5418171102048,-3.96317052887002,-1.68783350097171,-440.927741723099,490.616797218994,-9.33205405250324,-0.642935398778671,-0.462021850269623,-0.420119423797021,37.9560045196766,-49.5955903462798,12.7142462728978,ManRL,1,1,NaN,NaN,NaN,NaN
0.713753853375901,0.372920982636627,0.750741875853319,-0.63834654326325,4.71543001861282,-1.39621587827071,-450.061513654574,509.551544081233,-19.7929025226344,-0.6898752645085,-0.36471325946948,-0.473879340980404,33.8231427145827,-47.1781692240246,15.8325065007651,ManRL,1,1,NaN,NaN,NaN,NaN
